,Title,Character
12744,Decision,Isshiki Ōtsutsuki
12745,Decision,Kurama
12746,Partner ,Naruto Uzumaki
12747,Partner ,Kurama
12748,Partner ,Boruto Uzumaki
12749,Partner ,Kawaki
12750,Partner ,Sasuke Uchiha
12751,Partner ,Isshiki Ōtsutsuki
12752,Partner ,Momoshiki Ōtsutsuki
12753,Return,Boruto Uzumaki
12754,Return,Sarada Uchiha
12755,Return,Mitsuki
12756,Return,Kawaki
12757,Return,Shikadai Nara
12758,Return,Inojin Yamanaka
12759,Return,Chōchō Akimichi
12760,Return,Naruto Uzumaki
12761,Return,Sasuke Uchiha
12762,Return,Sakura Uchiha
12763,Return,Shikamaru Nara
12764,Return,Sai Yamanaka
12765,Return,Katasuke Tōno
12766,Return,Sumire Kakei
12767,Return,Amado
12768,Return,Isshiki Ōtsutsuki
12769,Return,Code
12770,Return,Kosuke Katayama
12771,Return,Hirokazu Sekido
12772,Remaining Time,Boruto Uzumaki
12773,Remaining Time,Sarada Uchiha
12774,Remaining Time,Mitsuki
12775,Remaining Time,Kawaki
12776,Remaining Time,Himawari Uzumaki
12777,Remaining Time,Naruto Uzumaki
12778,Remaining Time,Sasuke Uchiha
12779,Remaining Time,Shikamaru Nara
12780,Remaining Time,Katasuke Tōno
12781,Remaining Time,Sumire Kakei
12782,Remaining Time,Amado
12783,Remaining Time,Gaara
12784,Remaining Time,Kurotsuchi
12785,Remaining Time,Chōjūrō
12786,Remaining Time,Darui
12787,The Chūnin Exams Resume,Boruto Uzumaki
12788,The Chūnin Exams Resume,Sarada Uchiha
12789,The Chūnin Exams Resume,Mitsuki
12790,The Chūnin Exams Resume,Kawaki
12791,The Chūnin Exams Resume,Himawari Uzumaki
12792,The Chūnin Exams Resume,Naruto Uzumaki
12793,The Chūnin Exams Resume,Shikamaru Nara
12794,The Chūnin Exams Resume,Sai Yamanaka
12795,The Chūnin Exams Resume,Moegi Kazamatsuri
12796,The Chūnin Exams Resume,Shikadai Nara
12797,The Chūnin Exams Resume,Inojin Yamanaka
12798,The Chūnin Exams Resume,Chōchō Akimichi
12799,The Chūnin Exams Resume,Iwabee Yuino
12800,The Chūnin Exams Resume,Denki Kaminarimon
12801,The Chūnin Exams Resume,Metal Lee
12802,The Chūnin Exams Resume,Wasabi Izuno
12803,The Chūnin Exams Resume,Namida Suzumeno
12804,The Chūnin Exams Resume,Tsubaki Kurogane
12805,The Chūnin Exams Resume,Mirai Sarutobi
12806,The Chūnin Exams Resume,Kaito Kawanami
12807,The Chūnin Exams Resume,Hōki Taketori
12808,The Chūnin Exams Resume,Hako Kuroi
12809,The Chūnin Exams Resume,Renga Kokubō
12810,The Chūnin Exams Resume,Enko Onikuma
12811,The Chūnin Exams Resume,Dōshu Goetsu
12812,The Chūnin Exams Resume,Tsuru Itoi
12813,The Chūnin Exams Resume,Kosuke Katayama
12814,The Night Before the Final Round,Boruto Uzumaki
12815,The Night Before the Final Round,Sarada Uchiha
12816,The Night Before the Final Round,Mitsuki
12817,The Night Before the Final Round,Kawaki
12818,The Night Before the Final Round,Naruto Uzumaki
12819,The Night Before the Final Round,Sasuke Uchiha
12820,The Night Before the Final Round,Shikamaru Nara
12821,The Night Before the Final Round,Sai Yamanaka
12822,The Night Before the Final Round,Shikadai Nara
12823,The Night Before the Final Round,Inojin Yamanaka
12824,The Night Before the Final Round,Chōchō Akimichi
12825,The Night Before the Final Round,Iwabee Yuino
12826,The Night Before the Final Round,Denki Kaminarimon
12827,The Night Before the Final Round,Metal Lee
12828,The Night Before the Final Round,Katasuke Tōno
12829,The Night Before the Final Round,Wasabi Izuno
12830,The Night Before the Final Round,Namida Suzumeno
12831,The Night Before the Final Round,Tsubaki Kurogane
12832,The Night Before the Final Round,Hōki Taketori
12833,The Night Before the Final Round,Hako Kuroi
12834,The Night Before the Final Round,Renga Kokubō
12835,The Night Before the Final Round,Eiji Takemoto
12836,Inojin vs. Hōki,Inojin Yamanaka
12837,Inojin vs. Hōki,Hōki Taketori
12838,Inojin vs. Hōki,Shikadai Nara
12839,Inojin vs. Hōki,Chōchō Akimichi
12840,Inojin vs. Hōki,Hako Kuroi
12841,Inojin vs. Hōki,Renga Kokubō
12842,Inojin vs. Hōki,Naruto Uzumaki
12843,Inojin vs. Hōki,Sai Yamanaka
12844,Inojin vs. Hōki,Ino Yamanaka
12845,Inojin vs. Hōki,Shikamaru Nara
12846,Inojin vs. Hōki,Konohamaru Sarutobi
12847,Inojin vs. Hōki,Himawari Uzumaki
12848,Inojin vs. Hōki,Boruto Uzumaki
12849,Inojin vs. Hōki,Mitsuki
12850,Inojin vs. Hōki,Sarada Uchiha
12851,Inojin vs. Hōki,Kawaki
12852,Inojin vs. Hōki,Iwabee Yuino
12853,Inojin vs. Hōki,Denki Kaminarimon
12854,Inojin vs. Hōki,Wasabi Izuno
12855,Inojin vs. Hōki,Tsubaki Kurogane
12856,The Legend of the Monster Cat,Wasabi Izuno
12857,The Legend of the Monster Cat,Iwabee Yuino
12858,The Legend of the Monster Cat,Namida Suzumeno
12859,The Legend of the Monster Cat,Tsubaki Kurogane
12860,The Legend of the Monster Cat,Denki Kaminarimon
12861,The Legend of the Monster Cat,Metal Lee
12862,The Legend of the Monster Cat,Naruto Uzumaki
12863,The Legend of the Monster Cat,Shikamaru Nara
12864,The Legend of the Monster Cat,Konohamaru Sarutobi
12865,The Legend of the Monster Cat,Amagi Izuno
12866,The Legend of the Monster Cat,Daruma Izuno
12867,The Legend of the Monster Cat,Mazuma Izuno
12868,The Legend of the Monster Cat,Boruto Uzumaki
12869,The Legend of the Monster Cat,Mitsuki
12870,The Legend of the Monster Cat,Sarada Uchiha
12871,The Legend of the Monster Cat,Kawaki
12872,The Legend of the Monster Cat,Chōchō Akimichi
12873,The Legend of the Monster Cat,Shinki
12874,The Legend of the Monster Cat,Yodo
12875,The Legend of the Monster Cat,Araya
12876,Showdown Between Close Friends,Sarada Uchiha
12877,Showdown Between Close Friends,Chōchō Akimichi
12878,Showdown Between Close Friends,Boruto Uzumaki
12879,Showdown Between Close Friends,Mitsuki
12880,Showdown Between Close Friends,Shikadai Nara
12881,Showdown Between Close Friends,Inojin Yamanaka
12882,Showdown Between Close Friends,Naruto Uzumaki
12883,Showdown Between Close Friends,Shikamaru Nara
12884,Showdown Between Close Friends,Sai Yamanaka
12885,Showdown Between Close Friends,Konohamaru Sarutobi
12886,Showdown Between Close Friends,Eiji Takemoto
12887,Showdown Between Close Friends,Kosuke Katayama
12888,Showdown Between Close Friends,Amado
12889,Showdown Between Close Friends,Kawaki
12890,Showdown Between Close Friends,Shinki
12891,Showdown Between Close Friends,Yodo
12892,Showdown Between Close Friends,Araya
12893,Showdown Between Close Friends,Iwabee Yuino
12894,Showdown Between Close Friends,Denki Kaminarimon
12895,Showdown Between Close Friends,Metal Lee
12896,Showdown Between Close Friends,Wasabi Izuno
12897,Showdown Between Close Friends,Namida Suzumeno
12898,Showdown Between Close Friends,Tsubaki Kurogane
12899,Samurai vs. Science,Denki Kaminarimon
12900,Samurai vs. Science,Tsubaki Kurogane
12901,Samurai vs. Science,Iwabee Yuino
12902,Samurai vs. Science,Metal Lee
12903,Samurai vs. Science,Wasabi Izuno
12904,Samurai vs. Science,Namida Suzumeno
12905,Samurai vs. Science,Naruto Uzumaki
12906,Samurai vs. Science,Shikamaru Nara
12907,Samurai vs. Science,Sai Yamanaka
12908,Samurai vs. Science,Konohamaru Sarutobi
12909,Samurai vs. Science,Katasuke Tōno
12910,Samurai vs. Science,Boruto Uzumaki
12911,Samurai vs. Science,Mitsuki
12912,Samurai vs. Science,Sarada Uchiha
12913,Samurai vs. Science,Kawaki
12914,Samurai vs. Science,Shikadai Nara
12915,Samurai vs. Science,Inojin Yamanaka
12916,Samurai vs. Science,Chōchō Akimichi
12917,Samurai vs. Science,Shinki
12918,Samurai vs. Science,Yodo
12919,Samurai vs. Science,Araya
12920,Samurai vs. Science,Hōki Taketori
12921,Samurai vs. Science,Renga Kokubō
12922,Team 7's Last Mission?!,Boruto Uzumaki
12923,Team 7's Last Mission?!,Sarada Uchiha
12924,Team 7's Last Mission?!,Mitsuki
12925,Team 7's Last Mission?!,Konohamaru Sarutobi
12926,Team 7's Last Mission?!,Naruto Uzumaki
12927,Team 7's Last Mission?!,Sasuke Uchiha
12928,Team 7's Last Mission?!,Sakura Uchiha
12929,Team 7's Last Mission?!,Shikamaru Nara
12930,Team 7's Last Mission?!,Sai Yamanaka
12931,Team 7's Last Mission?!,Denki Kaminarimon
12932,Team 7's Last Mission?!,Wasabi Izuno
12933,Team 7's Last Mission?!,Hōki Taketori
12934,Team 7's Last Mission?!,Hyōgo‎
12935,Team 7's Last Mission?!,Hirokazu Sekido
12936,Kawaki's Path to Becoming a Ninja,Boruto Uzumaki
12937,Kawaki's Path to Becoming a Ninja,Sarada Uchiha
12938,Kawaki's Path to Becoming a Ninja,Mitsuki
12939,Kawaki's Path to Becoming a Ninja,Kawaki
12940,Kawaki's Path to Becoming a Ninja,Naruto Uzumaki
12941,Kawaki's Path to Becoming a Ninja,Hinata Uzumaki
12942,Kawaki's Path to Becoming a Ninja,Himawari Uzumaki
12943,Kawaki's Path to Becoming a Ninja,Shikamaru Nara
12944,Kawaki's Path to Becoming a Ninja,Shikadai Nara
12945,Kawaki's Path to Becoming a Ninja,Chōchō Akimichi
12946,Kawaki's Path to Becoming a Ninja,Inojin Yamanaka
12947,Kawaki's Path to Becoming a Ninja,Denki Kaminarimon
12948,Kawaki's Path to Becoming a Ninja,Iwabee Yuino
12949,Kawaki's Path to Becoming a Ninja,Metal Lee
12950,Kawaki's Path to Becoming a Ninja,Wasabi Izuno
12951,Kawaki's Path to Becoming a Ninja,Namida Suzumeno
12952,Kawaki's Path to Becoming a Ninja,Tsubaki Kurogane
12953,Kawaki's Path to Becoming a Ninja,Suika Kannonji
12954,Kawaki's Path to Becoming a Ninja,Kuma Panda
12955,Kawaki's Path to Becoming a Ninja,Kazuya Saji
12956,Breach of Orders,Kawaki
12957,Breach of Orders,Shikadai Nara
12958,Breach of Orders,Chōchō Akimichi
12959,Breach of Orders,Mozuku
12960,Breach of Orders,Boruto Uzumaki
12961,Breach of Orders,Sarada Uchiha
12962,Breach of Orders,Mitsuki
12963,Breach of Orders,Naruto Uzumaki
12964,Breach of Orders,Shikamaru Nara
12965,Breach of Orders,Konohamaru Sarutobi
12966,Breach of Orders,Kurobane
12967,Breach of Orders,Jujumaru
12968,Breach of Orders,Aoi Inase
12969,Breach of Orders,Aosa
12970,A Wish,Kawaki
12971,A Wish,Shikadai Nara
12972,A Wish,Chōchō Akimichi
12973,A Wish,Mozuku
12974,A Wish,Boruto Uzumaki
12975,A Wish,Sarada Uchiha
12976,A Wish,Mitsuki
12977,A Wish,Naruto Uzumaki
12978,A Wish,Shikamaru Nara
12979,A Wish,Konohamaru Sarutobi
12980,A Wish,Kurobane
12981,A Wish,Kazuya Saji
12982,A Wish,Ryo Nishitani
12983,A Wish,Katsunori Okai
12984,A Wish,Aosa
12985,The Rusty Sword,Tsubaki Kurogane
12986,The Rusty Sword,Wasabi Izuno
12987,The Rusty Sword,Namida Suzumeno
12988,The Rusty Sword,Sazanka
12989,The Rusty Sword,Kosuke Katayama
12990,The Rusty Sword,Kazuya Saji
12991,The Rusty Sword,Hirokazu Sekido
12992,The Rusty Sword,Ryo Nishitani
12993,The Rusty Sword,Kumi Takaragi
12994,Captain Denki's First Mission,Denki Kaminarimon
12995,Captain Denki's First Mission,Iwabee Yuino
12996,Captain Denki's First Mission,Metal Lee
12997,Captain Denki's First Mission,Boruto Uzumaki
12998,Captain Denki's First Mission,Sarada Uchiha
12999,Captain Denki's First Mission,Mitsuki
13000,Captain Denki's First Mission,Naruto Uzumaki
13001,Captain Denki's First Mission,Shikamaru Nara
13002,Captain Denki's First Mission,Katasuke Tōno
13003,Captain Denki's First Mission,Katsunori Okai
13004,Captain Denki's First Mission,Ōnami
13005,Captain Denki's First Mission,Tatsunami
13006,Captain Denki's First Mission,Sakanami
13007,Captain Denki's First Mission,Kazuya Saji
13008,Captain Denki's First Mission,Kosuke Katayama
13009,The New Team 7 Jumps Into Action,Boruto Uzumaki
13010,The New Team 7 Jumps Into Action,Sarada Uchiha
13011,The New Team 7 Jumps Into Action,Mitsuki
13012,The New Team 7 Jumps Into Action,Kawaki
13013,The New Team 7 Jumps Into Action,Naruto Uzumaki
13014,The New Team 7 Jumps Into Action,Shikamaru Nara
13015,The New Team 7 Jumps Into Action,Chōjūrō
13016,The New Team 7 Jumps Into Action,Kagura Karatachi
13017,The New Team 7 Jumps Into Action,Buntan Kurosuki
13018,The New Team 7 Jumps Into Action,Hebiichigo
13019,The New Team 7 Jumps Into Action,Katasuke Tōno
13020,The New Team 7 Jumps Into Action,Sanzui Unabara
13021,The New Team 7 Jumps Into Action,Awaji Unabara
13022,The New Team 7 Jumps Into Action,Land of Lightning daimyō
13023,The New Team 7 Jumps Into Action,Kazuya Saji
13024,The New Team 7 Jumps Into Action,Isari Funato
13025,The New Team 7 Jumps Into Action,Jibiki Funato
13026,The New Team 7 Jumps Into Action,Shinya Hamazoe
13027,The Unleashed Villain,Boruto Uzumaki
13028,The Unleashed Villain,Sarada Uchiha
13029,The Unleashed Villain,Mitsuki
13030,The Unleashed Villain,Kawaki
13031,The Unleashed Villain,Kagura Karatachi
13032,The Unleashed Villain,Buntan Kurosuki
13033,The Unleashed Villain,Hebiichigo
13034,The Unleashed Villain,Kyohō Fuefuki
13035,The Unleashed Villain,Chōjūrō
13036,The Unleashed Villain,Tankan
13037,The Unleashed Villain,Katasuke Tōno
13038,The Unleashed Villain,Captain Taiki
13039,The Unleashed Villain,Sanzui Unabara
13040,The Unleashed Villain,Araumi Funato
13041,The Unleashed Villain,Isari Funato
13042,The Unleashed Villain,Jibiki
13043,The Unleashed Villain,Shinya Hamazoe
13044,Infiltrating Dotō Island,Boruto Uzumaki
13045,Infiltrating Dotō Island,Sarada Uchiha
13046,Infiltrating Dotō Island,Mitsuki
13047,Infiltrating Dotō Island,Kawaki
13048,Infiltrating Dotō Island,Denki Kaminarimon
13049,Infiltrating Dotō Island,Iwabee Yuino
13050,Infiltrating Dotō Island,Metal Lee
13051,Infiltrating Dotō Island,Kagura Karatachi
13052,Infiltrating Dotō Island,Buntan Kurosuki
13053,Infiltrating Dotō Island,Hebiichigo
13054,Infiltrating Dotō Island,Kyohō Fuefuki
13055,Infiltrating Dotō Island,Captain Taiki
13056,Infiltrating Dotō Island,Hirokazu Sekido
13057,Infiltrating Dotō Island,Akihiro Tajima
13058,Infiltrating Dotō Island,Katsunori Okai
13059,Cut and Run,Boruto Uzumaki
13060,Cut and Run,Sarada Uchiha
13061,Cut and Run,Mitsuki
13062,Cut and Run,Kawaki
13063,Cut and Run,Denki Kaminarimon
13064,Cut and Run,Iwabee Yuino
13065,Cut and Run,Metal Lee
13066,Cut and Run,Kagura Karatachi
13067,Cut and Run,Buntan Kurosuki
13068,Cut and Run,Tenma Funato
13069,Cut and Run,Akihiro Tajima
13070,Cut and Run,Kosuke Katayama
13071,Cut and Run,Katsunori Okai
13072,Cut and Run,Juri Nagatsuma
13073,The Mobile Fortress,Boruto Uzumaki
13074,The Mobile Fortress,Sarada Uchiha
13075,The Mobile Fortress,Mitsuki
13076,The Mobile Fortress,Kawaki
13077,The Mobile Fortress,Denki Kaminarimon
13078,The Mobile Fortress,Iwabee Yuino
13079,The Mobile Fortress,Metal Lee
13080,The Mobile Fortress,Kagura Karatachi
13081,The Mobile Fortress,Buntan Kurosuki
13082,The Mobile Fortress,Hebiichigo
13083,The Mobile Fortress,Kyohō Fuefuki
13084,The Mobile Fortress,Captain Taiki
13085,The Mobile Fortress,Tenma Funato
13086,The Mobile Fortress,Katsunori Okai
13087,The Mobile Fortress,Kosuke Katayama
13088,A Killer on the Ship,Boruto Uzumaki
13089,A Killer on the Ship,Sarada Uchiha
13090,A Killer on the Ship,Mitsuki
13091,A Killer on the Ship,Kawaki
13092,A Killer on the Ship,Denki Kaminarimon
13093,A Killer on the Ship,Iwabee Yuino
13094,A Killer on the Ship,Metal Lee
13095,A Killer on the Ship,Kagura Karatachi
13096,A Killer on the Ship,Buntan Kurosuki
13097,A Killer on the Ship,Hebiichigo
13098,A Killer on the Ship,Kyohō Fuefuki
13099,A Killer on the Ship,Captain Taiki
13100,A Killer on the Ship,Kobanza
13101,A Killer on the Ship,Kosuke Katayama
13102,The Boy from the Isle of Shipbuilders,Boruto Uzumaki
13103,The Boy from the Isle of Shipbuilders,Sarada Uchiha
13104,The Boy from the Isle of Shipbuilders,Mitsuki
13105,The Boy from the Isle of Shipbuilders,Kawaki
13106,The Boy from the Isle of Shipbuilders,Denki Kaminarimon
13107,The Boy from the Isle of Shipbuilders,Iwabee Yuino
13108,The Boy from the Isle of Shipbuilders,Metal Lee
13109,The Boy from the Isle of Shipbuilders,Kagura Karatachi
13110,The Boy from the Isle of Shipbuilders,Buntan Kurosuki
13111,The Boy from the Isle of Shipbuilders,Tankan
13112,The Boy from the Isle of Shipbuilders,Araumi Funato
13113,The Boy from the Isle of Shipbuilders,Isari Funato
13114,The Boy from the Isle of Shipbuilders,Tenma Funato
13115,The Boy from the Isle of Shipbuilders,Seiren Funato
13116,The Boy from the Isle of Shipbuilders,Master Kajiki
13117,The Boy from the Isle of Shipbuilders,Ikada
13118,The Boy from the Isle of Shipbuilders,Kazuya Saji
13119,The Boy from the Isle of Shipbuilders,Hirokazu Sekido
13120,Ikada's Dream,Boruto Uzumaki
13121,Ikada's Dream,Sarada Uchiha
13122,Ikada's Dream,Mitsuki
13123,Ikada's Dream,Denki Kaminarimon
13124,Ikada's Dream,Iwabee Yuino
13125,Ikada's Dream,Metal Lee
13126,Ikada's Dream,Araumi Funato
13127,Ikada's Dream,Isari Funato
13128,Ikada's Dream,Tenma Funato
13129,Ikada's Dream,Seiren Funato
13130,Ikada's Dream,Funamushi
13131,Ikada's Dream,Master Kajiki
13132,Ikada's Dream,Ikada
13133,Ikada's Dream,Hirokazu Sekido
13134,Ikada's Secret,Boruto Uzumaki
13135,Ikada's Secret,Sarada Uchiha
13136,Ikada's Secret,Kawaki
13137,Ikada's Secret,Iwabee Yuino
13138,Ikada's Secret,Kagura Karatachi
13139,Ikada's Secret,Buntan Kurosuki
13140,Ikada's Secret,Hebiichigo
13141,Ikada's Secret,Kyohō Fuefuki
13142,Ikada's Secret,Araumi Funato
13143,Ikada's Secret,Isari Funato
13144,Ikada's Secret,Tenma Funato
13145,Ikada's Secret,Seiren Funato
13146,Ikada's Secret,Ikada Funato
13147,Ikada's Secret,Funamushi
13148,Ikada's Secret,Master Kajiki
13149,Ikada's Secret,Juri Nagatsuma
13150,Ikada's Secret,Kazuya Saji
13151,Seiren ,Boruto Uzumaki
13152,Seiren ,Sarada Uchiha
13153,Seiren ,Mitsuki
13154,Seiren ,Kawaki
13155,Seiren ,Denki Kaminarimon
13156,Seiren ,Iwabee Yuino
13157,Seiren ,Metal Lee
13158,Seiren ,Kagura Karatachi
13159,Seiren ,Buntan Kurosuki
13160,Seiren ,Hebiichigo
13161,Seiren ,Kyohō Fuefuki
13162,Seiren ,Chōjūrō
13163,Seiren ,Master Kajiki
13164,Seiren ,Seiren Funato
13165,Seiren ,Ikada Funato
13166,Seiren ,Funamushi
13167,Seiren ,Hirokazu Sekido
13168,Seiren ,Isari Funato
13169,Where I Belong,Boruto Uzumaki
13170,Where I Belong,Sarada Uchiha
13171,Where I Belong,Mitsuki
13172,Where I Belong,Kawaki
13173,Where I Belong,Denki Kaminarimon
13174,Where I Belong,Iwabee Yuino
13175,Where I Belong,Metal Lee
13176,Where I Belong,Kagura Karatachi
13177,Where I Belong,Buntan Kurosuki
13178,Where I Belong,Hebiichigo
13179,Where I Belong,Kyohō Fuefuki
13180,Where I Belong,Tankan
13181,Where I Belong,Isari Funato
13182,Where I Belong,Jibiki
13183,Where I Belong,Funamushi
13184,Where I Belong,Master Kajiki
13185,Where I Belong,Iwana
13186,Where I Belong,Yamame
13187,Where I Belong,Kumi Takaragi
13188,Where I Belong,Sara Matsumoto
13189,Where I Belong,Juri Nagatsuma
13190,Where I Belong,Katsunori Okai
13191,Rift ,Boruto Uzumaki
13192,Rift ,Sarada Uchiha
13193,Rift ,Mitsuki
13194,Rift ,Kawaki
13195,Rift ,Denki Kaminarimon
13196,Rift ,Iwabee Yuino
13197,Rift ,Metal Lee
13198,Rift ,Kagura Karatachi
13199,Rift ,Buntan Kurosuki
13200,Rift ,Hebiichigo
13201,Rift ,Kyohō Fuefuki
13202,Rift ,Shizuma Hoshigaki
13203,Rift ,Iwana
13204,Rift ,Yamame
13205,Rift ,Funamushi
13206,Rift ,Katsunori Okai
13207,Rift ,Kazuya Saji
13208,Rift ,Kosuke Katayama
13209,Rift ,Kumi Takaragi
13210,Funamushi's Tenacity,Boruto Uzumaki
13211,Funamushi's Tenacity,Sarada Uchiha
13212,Funamushi's Tenacity,Mitsuki
13213,Funamushi's Tenacity,Kawaki
13214,Funamushi's Tenacity,Denki Kaminarimon
13215,Funamushi's Tenacity,Iwabee Yuino
13216,Funamushi's Tenacity,Metal Lee
13217,Funamushi's Tenacity,Kagura Karatachi
13218,Funamushi's Tenacity,Buntan Kurosuki
13219,Funamushi's Tenacity,Hebiichigo
13220,Funamushi's Tenacity,Kyohō Fuefuki
13221,Funamushi's Tenacity,Iwana
13222,Funamushi's Tenacity,Yamame
13223,Funamushi's Tenacity,Funamushi
13224,Funamushi's Tenacity,Gokai
13225,Funamushi's Tenacity,Katsunori Okai
13226,A Heavy Loss,Boruto Uzumaki
13227,A Heavy Loss,Sarada Uchiha
13228,A Heavy Loss,Mitsuki
13229,A Heavy Loss,Kawaki
